"PolicyID","Exposure","CarAge","Density","ClaimAmount"
"236218",1,0,137,3245
"236343",1,0,13,1359
"236363",1,0,1313,3186
"236380",1,0,473,1260
"236397",0.36,0,8,1231
"23648",0.47,0,399,1162
"236498",1,0,335,587
"236509",1,0,30,2412
"236580",0.5,0,163,2239
"236627",1,0,86,2896
"236676",1,0,155,1287
"236712",1,0,405,1257
"236726",1,1,354,1243
"236727",0.49,0,44,15771
"236773",0.41,1,91,38
"236787",1,0,165,1172
"23683",1,1,57,878
"236844",0.59,1,19,1134
"236844",0.59,1,19,2214
"23686",0.8,0,23,1135
"236872",0.25,1,27000,1215
"236913",1,0,473,1241
"236913",1,0,473,1259
"236939",1,1,9,1427
"236972",0.25,0,238,289
"23698",1,1,57,1601
"23703",0.84,1,405,1143
"23705",1,0,57,1144
"23706",1,0,405,1335
"237087",1,1,43,1208
"237090",1,0,10,319
"237092",1,0,51,1134
"237094",1,0,405,1146
"237148",1,1,405,78
"237215",1,1,85,1182
"237223",1,0,1313,1205
"237289",1,1,4116,462
"237294",1,1,13,177
"237303",0.73,1,14,1209
"237321",1,1,133,1247
"237322",1,1,12,1183
"237382",1,0,522,1158
"237386",1,0,39,1216
"237403",1,0,634,1149
"237405",1,0,175,1811
"237418",1,0,283,3415
"237447",0.05,1,4128,65197
"237450",1,0,122,1234
"237466",1,0,473,1107
"237466",1,0,473,587
"237470",0.5,0,418,1251
"237486",1,0,473,928
"237494",1,0,983,1190
"237505",1,0,831,1172
"237547",0.04,0,473,2746
"237554",0.96,1,614,1200
"237607",1,1,229,1196
"237623",0.43,0,176,346
"237633",0.21,1,27,1248
"237634",1,0,30,1196
"237663",1,1,91,1242
"237696",0.77,1,91,1210
"237704",1,0,4358,602
"237705",1,0,182,1204
"237707",1,1,44,1225
"237715",1,1,393,413
"23772",0.4,0,362,6146
"237798",1,1,182,1214
"237818",1,1,251,1185
"237826",1,0,20,66
"23784",1,1,1974,1137
"237895",1,1,741,1170
"23791",0.72,0,1974,1137
"237910",1,1,493,1194
"237917",1,0,2715,1171
"237919",1,1,127,145
"23793",0.64,1,63,4146
"237932",1,0,2399,4337
"23801",1,1,81,1134
"238055",1,0,125,1308
"238059",1,1,229,1157
"238059",1,1,229,1239
"238076",1,0,85,126
"238095",1,0,1313,1185
"238166",0.74,0,3021,1166
"238172",0.53,0,182,8386
"238217",1,0,97,970
"238218",1,0,27000,1092
"238222",1,1,1064,83
"238241",1,0,1943,1229
"238241",1,0,1943,575
"238277",1,0,6,1175
"238301",0.43,0,6284,317
"238304",0.67,1,657,73
"238309",1,0,255,1242
"238319",1,0,1943,1194
"23832",0.83,0,1982,76
"238336",0.75,0,41,706
"238339",0.28,0,6485,1218
"23836",0.19,0,1974,1113
"23836",0.19,0,1974,837
"238384",0.52,1,1943,3972
"238411",1,1,1943,360
"23843",0.24,1,1974,1102
"238461",0.38,0,1082,1132
"238469",1,1,68,1039
"238487",0.38,0,3274,931
"238517",1,0,98,4447
"23856",0.87,1,801,1068
"238564",1,1,115,1232
"238584",0.74,0,126,917
"238606",1,0,11,1222
"23862",0.39,0,118,2853
"238622",1,1,101,99
"238726",1,0,12,1205
"238822",1,0,214,1271
"238870",1,0,222,81
"238878",0.81,1,2044,3589
"238914",1,0,20,1238
"238958",1,1,72,1802
"238990",1,0,485,1437
"239011",1,0,10068,3472
"239035",1,0,213,1224
"239035",1,0,213,1253
"239051",1,0,3541,1179
"239055",0.88,0,3541,1226
"239069",0.21,1,3541,1227
"239111",1,0,91,109
"239115",1,0,71,531
"23916",1,0,80,2299
"239187",1,1,73,1160
"239213",0.46,1,53,614
"239216",0.01,1,40,1938
"239238",0.07,0,105,5960
"23925",0.6,1,1203,1135
"239280",1,0,26,1189
"239334",0.74,0,115,1169
"239354",0.32,1,115,1254
"239355",1,0,30,2469
"239410",1,0,172,570
"23953",0.75,0,1974,1147
"239530",0.46,0,51,4613
"239531",0.78,0,20,1257
"23955",0.66,0,181,1123
"239555",0.97,1,22,536
"239593",0.83,1,124,40
"23961",0.71,1,28,1155
"239627",1,0,48,3367
"239645",1,1,295,1254
"23968",0.37,1,389,1150
"23971",0.59,1,1974,1169
"23971",0.59,1,1974,1494
"239727",1,1,44,1181
"239733",1,1,44,1207
"239757",1,0,30,426
"23977",0.47,1,28,1116
"239796",1,0,330,1216
"239798",0.26,1,763,1231
"239852",1,0,287,199
"239857",0.31,0,287,1155
"23989",0.39,0,54,1071
"239893",0.69,1,575,1862
"23990",0.02,1,54,1161
"239908",1,1,541,1216
"23992",0.48,1,51,1973
"23997",0.47,0,1974,1141
"239997",1,1,359,1226
"240009",0.34,1,98,26209
"240060",0.86,0,747,6569
"240072",0.75,0,359,957
"240107",0.67,0,747,993
"240178",0.76,0,57,1308
"240219",1,0,1974,1276
"240223",1,1,42,1203
"240260",0.81,1,62,1139
"240274",0.24,1,766,1230
"240278",1,1,220,1265
"240312",1,0,72,1204
"240316",1,0,227,1201
"240316",1,0,227,2234
"240342",0.53,0,48,64
"240354",0.68,1,48,1243
"240395",1,1,1313,218
"240489",1,1,227,1208
"240490",1,0,104,1187
"240501",1,0,94,20273
"240502",0.26,0,153,1179
"240529",1,0,105,1163
"240550",1,0,38,1499
"240554",1,1,105,1153
"240645",1,0,1974,1157
"240648",1,1,53,7907
"240664",0.56,0,76,3079
"240668",1,1,1203,3954
"240742",1,1,1662,1184
"240748",0.81,0,26,1165
"240775",1,0,43,487
"24078",0.43,1,164,5308
"240898",1,0,15725,1298
"240918",1,1,298,1160
"240921",0.32,1,298,1180
"240922",1,0,1313,84
"240930",0.83,0,155,1222
"240940",1,0,1313,1199
"240943",1,0,111,1198
"240943",1,0,111,946
"240949",0.8,0,27000,1548
"240973",0.86,1,111,585
"240986",0.95,0,84,1220
"241090",1,0,1027,600
"241105",0.79,1,4116,564
"241112",1,0,821,1197
"241172",0.7,0,4116,1178
"241176",0.28,0,4116,545
"241210",0.82,0,2715,4019
"241225",0.34,0,4116,1241
"241229",1,0,821,1186
"241256",0.81,0,4116,1236
"241270",1,0,4116,348
"241288",1,0,2044,1200
"241306",0.92,0,94,1240
"241313",1,0,754,1182
"241321",1,0,4116,2483
"24135",1,0,298,1072
"241367",1,0,4116,7706
"241372",0.9,0,728,2686
"241372",0.9,0,728,1175
"24138",0.1,0,467,1105
"241398",1,0,44,2334
"241398",1,0,44,74
"241437",0.46,0,115,2625
"24148",0.38,0,1313,1141
"241491",1,1,282,1245
"241497",1,0,282,7939
"241504",1,1,282,1155
"241515",1,0,282,1659
"241519",1,0,112,1210
"241527",1,0,163,3926
"241550",0.18,0,282,1224
"241568",1,0,135,540
"241573",1,1,282,686
"24159",0.24,1,72,1119
"241594",0.07,1,119,1210
"241606",0.58,0,282,1543
"241611",1,1,112,3138
"241623",1,1,282,113
"241638",0.83,1,282,1252
"241649",0.8,1,282,1563
"241681",0.26,1,66,3202
"241690",0.93,0,1064,1188
"241698",0.45,0,282,14963
"241702",1,1,282,1153
"241715",0.07,0,27000,177
"241720",0.95,0,282,1805
"24175",1,0,421,460
"241757",0.48,1,282,782
"24176",0.93,1,43,1339
"241776",0.17,1,149,1220
"24180",1,0,1313,1129
"241828",1,1,2399,1225
"241830",1,1,511,644
"241882",1,0,3866,400
"241882",1,0,3866,494
"241898",0.91,1,282,1187
"24194",1,1,1313,1114
"241989",1,0,1064,1200
"242004",1,0,3368,79
"24205",0.8,0,1313,1125
"24208",1,1,236,1121
"242080",1,0,4939,3325
"242102",0.49,0,27000,1214
"242119",1,1,27000,1197
"242120",1,0,27000,1228
"242127",1,0,127,2963
"242158",1,0,2103,521
"24216",1,0,298,558
"242185",0.77,0,73,2845
"242189",1,0,122,189
"242311",1,0,62,1188
"242345",0.66,1,644,1243
"24236",0.89,0,86,236
"242403",1,0,229,1150
"242427",1,0,285,554
"242446",1,1,229,1238
"242460",1,0,229,1292
"242464",0.96,0,94,371
"242478",1,0,25,1212
"242485",0.24,0,399,1148
"2425",0.68,0,4116,3602
"242507",0.75,0,1054,1212
"242567",0.09,1,4128,50
"24261",0.00819672131147541,0,84,2602
"242610",0.74,0,949,601
"242610",0.74,0,949,43132
"242635",0.3,0,34,411
"242646",1,1,1314,595
"242654",0.66,0,949,1758
"242741",0.32,0,949,4038
"242766",0.2,0,1314,2975
"242791",0.87,0,1314,1251
"242819",1,0,949,2005
"242819",1,0,949,1172
"242820",1,0,1314,3152
"242855",1,0,1314,3013
"242883",1,1,1314,1210
"242928",1,1,84,1208
"24297",0.37,0,27000,845
"243047",0.32,1,741,3550
"243051",0.36,0,741,102
"243054",1,0,741,1152
"2431",0.75,0,1284,90
"2431",0.75,0,1284,1159
"243112",1,1,17140,536
"243130",1,0,541,509
"243188",1,0,19,1251
"243236",1,1,128,1165
"243337",1,0,11,1175
"243371",0.57,1,149,1171
"243381",1,0,20,1228
"243411",1,1,155,1207
"243422",0.55,1,23,960
"243423",0.45,0,27,783
"243430",0.42,0,27000,3255
"243435",1,0,27000,1170
"243446",1,1,99,1203
"243454",0.22,0,54,1207
"243463",1,1,27000,1239
"243516",1,1,831,72
"24355",1,0,115,97
"243551",1,1,461,1283
"243566",0.45,0,1192,809
"243611",1,0,1192,237
"243612",1,0,3386,960
"243620",0.95,0,158,1135
"24368",0.41,1,303,433
"243705",1,0,354,173
"243717",1,1,983,1189
"243767",1,0,167,5012
"24379",1,0,1191,11894
"243798",0.74,1,127,6477
"24380",0.91,0,1146,1118
"243807",1,1,115,1219
"243819",0.68,0,983,416
"24388",0.03,1,1191,1091
"243896",1,0,1786,576
"243899",1,1,4128,1450
"243952",1,0,4128,628
"243978",0.34,0,4128,1344
"243995",1,0,983,1037
"243997",0.99,0,522,1552
"2440",0.19,1,399,1138
"244023",0.94,0,4128,600
"244024",1,1,4128,1211
"244045",0.97,0,490,61
"244055",0.8,1,55,1089
"244056",1,1,86,1170
"244076",1,0,1874,2107
"244104",0.81,1,267,86466
"244106",1,1,424,1266
"244121",1,0,137,602
"244127",1,1,1001,661
"244129",1,0,1329,1219
"24413",0.54,0,906,4728
"244143",0.38,1,73,1214
"244156",1,1,4218,1219
"24416",0.12,0,58,398
"244174",1,0,1329,1216
"244175",1,1,6570,88
"244184",0.44,1,1329,1161
"244194",0.58,0,1329,1155
"244216",0.68,1,1443,1174
"244220",1,0,6570,1196
"244231",0.66,0,1329,1220
"244237",0.92,1,1329,14
"244246",0.67,0,1329,663
"244256",0.69,0,122,1026
"244260",1,0,3856,7692
"24428",1,1,194,494
"244302",0.7,1,1443,1225
"244333",0.49,0,369,1161
"244382",1,0,9,71
"244502",1,0,405,1256
"244508",1,1,91,797
"24452",0.66,0,240,1284
"24452",0.66,0,240,1864
"244521",0.93,1,11,1222
"244530",1,1,41,1292
"244540",1,1,405,1161
"244550",1,0,48,659
"244575",1,0,369,1178
"244593",1,1,399,1192
"24460",0.51,0,3341,1113
"24462",0.43,0,3341,970
"24466",1,0,534,148
"244661",0.24,1,405,715
"244720",0.58,1,1313,39
"244734",1,1,32,1172
"244735",1,0,44,1171
"244738",1,0,91,1597
"244747",0.54,1,11,1221
"244778",1,0,44,492
"244827",1,0,22,310
"244828",1,1,27000,586
"244835",1,0,44,1982
"244865",1,1,298,371
"24492",0.00546448087431694,0,33,1125
"244920",1,1,64,77
"245028",0.37,0,49,74
"245029",1,0,1127,1239
"245031",0.6,0,64,758
"245073",1,1,71,1200
"245154",1,0,27000,522
"24516",0.43,0,80,1115
"245174",1,1,8880,300
"245196",0.41,1,6336,598
"245213",1,1,1313,2734
"245244",1,0,24,1217
"245261",1,1,72,987
"245284",1,1,1313,1200
"245312",1,1,59,577
"245318",0.37,1,42,446
"245335",1,0,1313,1215
"245346",1,0,4348,1225
"245362",1,1,61,1202
"245362",1,1,61,1204
"245372",0.36,1,203,1238
"245395",1,0,164,3802
"245458",0.8,1,1237,1233
"245461",1,0,175,806
"245469",0.23,0,152,1186
"245469",0.23,0,152,2195
"245505",0.96,0,3021,1936
"245508",1,1,747,604
"245524",1,1,152,1205
"245562",1,0,473,1155
"245575",1,0,473,1188
"245607",0.45,0,182,477
"245628",1,0,182,546
"245707",1,1,11,1262
"24573",0.95,0,283,1777
"245739",1,0,182,584
"245739",1,0,182,1290
"245775",0.1,0,182,2258
"2458",1,0,105,1038
"245819",1,1,1313,1159
"24583",1,0,2103,97
"245844",1,1,1313,1200
"245858",0.01,0,167,29921
"245860",0.74,1,51,1473
"245876",0.83,1,82,1194
"24602",1,0,92,1092
"246033",1,0,196,1184
"246082",1,0,196,630
"246089",1,1,16,1157
"246095",1,1,30,1187
"246095",1,1,30,564
"2461",1,0,461,1152
"24613",0.77,0,122,1677
"246141",1,0,280,1230
"246142",1,1,58,1182
"246153",1,0,2620,1152
"246164",1,1,47,1177
"246243",1,0,16,768
"24625",1,0,283,16
"246255",1,1,3021,1239
"246259",1,0,3021,1006
"246260",1,0,87,219
"246293",1,0,4348,201
"246305",0.97,0,4348,514
"246377",0.07,0,9,2284
"246378",1,0,91,650
"246464",0.91,0,1294,1973
"246464",0.91,0,1294,1587
"246565",1,0,42,2191
"246583",0.72,1,48,10553
"246590",0.55,1,3021,948
"246612",1,0,3021,218
"246624",1,0,5376,1161
"246653",1,1,243,1255
"246678",0.9,1,235,290
"24668",0.92,0,59,58
"2467",1,0,121,78
"246707",0.95,1,213,1261
"246736",0.09,0,60,821
"246789",1,0,1787,206
"246789",1,0,1787,1232
"246795",1,0,817,520
"246825",1,0,132,1167
"246900",1,1,1313,1182
"246927",1,0,1313,2117
"246956",1,1,1457,89
"246959",1,0,204,1859
"246973",1,0,208,33225
"247009",0.92,0,204,1212
"247049",0.23,0,204,1973
"247063",0.24,0,38,86
"247110",0.52,0,102,929
"247122",0.46,1,57,222
"24715",1,0,38,70
"247200",0.72,0,1974,2250
"24721",0.57,1,22,2273
"247241",1,0,193,1044
"247247",1,0,80,1369
"247250",1,0,46,502
"247263",1,0,1974,1182
"247269",0.59,1,798,1135
"247292",0.5,1,41,553
"247329",1,1,1313,1187
"247362",0.67,0,1313,3168
"247380",1,0,1313,1192
"247396",0.7,1,170,311
"247396",0.7,1,170,1237
"247406",0.49,0,1313,441
"247418",1,0,39,1807
"247419",1,0,1313,374
"247423",1,0,153,1029
"247432",0.81,1,1314,968
"24747",0.93,0,71,1604
"247501",1,0,1376,1169
"247503",0.08,0,1191,8612
"24754",1,1,46,1128
"247556",0.25,0,33,88
"247589",1,1,2103,1015
"247635",1,1,21,777
"247636",1,1,881,1169
"247642",0.04,1,881,151
"247677",1,0,783,96
"247724",1,0,269,1224
"247733",0.22,1,1466,3175
"247741",1,0,781,1173
"247760",0.81,1,567,10
"24779",1,0,881,1092
"247803",0.49,0,636,5434
"247830",1,1,25,67
"247889",1,0,44,918
"247897",0.94,0,72,1379
"247912",0.31,1,39,2307
"247937",1,1,1313,1232
"247995",0.83,0,614,1193
"248013",1,1,86,1205
"248015",0.29,0,1602,1219
"248107",0.25,0,157,3316
"248138",0.36,0,1974,1244
"24815",0.75,1,60,1175
"248153",1,0,127,3107
"24817",0.83,0,34,72
"24817",0.83,0,34,1297
"24820",0.59,1,881,1148
"248269",1,0,41,407
"248298",1,1,19,1179
"248316",1,0,27000,702
"248339",1,1,568,65
"24835",0.2,0,99,19815
"248395",0.67,1,64,783
"24842",0.03,1,34,4236
"248421",1,0,2117,1173
"248422",1,0,186,2482
"248445",1,0,126,19841
"248497",1,0,3866,1244
"248543",0.27,1,434,1204
"248566",0.83,1,1600,1204
"248591",0.24,0,270,1186
"248594",0.7,0,1064,1224
"248595",0.61,1,3866,221
"248606",1,0,118,1228
"248623",0.77,1,52,37516
"248636",0.05,0,206,554
"248686",0.75,1,16,116
"248686",0.75,1,16,1249
"248744",0.74,0,16,1211
"248755",1,0,192,1581
"24877",1,0,874,809
"248770",0.76,1,33,1226
"24878",0.87,0,727,1141
"24878",0.87,0,727,71
"248827",1,0,84,398
"248829",0.15,1,23,1174
"248922",1,1,308,1191
"249043",0.52,1,1408,672
"249069",1,0,4939,13
"249076",1,0,222,82
"249104",1,0,172,73
"249111",0.18,0,1313,536
"249137",0.92,1,43,1197
"249150",0.41,0,222,386
"249160",0.43,1,1313,1187
"249188",1,1,22,1260
"249222",0.73,0,138,123
"249256",0.06,0,48,172
"249280",0.82,0,393,10448
"249303",1,1,10,1228
"249305",0.44,1,15,1820
"249311",0.00273972602739726,0,19,1226
"249327",1,0,213,850
"249333",1,1,63,831
"249335",1,1,25,1145
"24935",0.54,0,636,63
"24935",0.54,0,636,2491
"249352",0.49,0,1408,3241
"249353",0.21,0,64,4690
"249384",1,0,1408,1175
"249441",1,0,39,114
"249475",1,1,85,1221
"249488",0.14,1,85,1372
"249492",0.83,0,484,691
"249497",0.95,1,116,131
"24951",0.78,1,1557,49
"249533",0.2,1,16,496
"249535",0.2,0,1313,1082
"249563",1,1,203,609
"249570",1,0,22821,1226
"24958",1,0,1386,1142
"249595",1,1,33,1176
"249626",0.32,0,22,1546
"24964",0.21,1,1227,1113
"249682",1,1,42,1180
"249691",0.92,1,31,1186
"24970",0.04,0,567,72960
"249704",0.55,1,33,1149
"249712",0.29,1,16,1171
"249746",1,1,229,216
"249763",1,1,94,1241
"24977",0.32,1,3095,2368
"249796",1,0,115,1172
"249832",0.83,0,5328,4829
"249842",0.86,1,2885,1481
"249851",0.57,0,432,1096
"249865",0.66,0,55,1178
"24990",1,0,58,459
"249920",1,0,1287,1832
"24994",0.74,1,874,494
"250022",1,1,747,1160
"250022",1,1,747,737
"250034",1,0,1445,1229
"250039",1,0,3021,1213
"250098",1,1,747,1171
"2501",0.19,0,56,1048
"25010",1,0,1466,238
"250102",1,1,1982,1243
"250117",1,1,1729,1167
"250118",1,1,1729,1188
"250211",0.3,1,46,10723
"250249",0.5,0,1313,20
"250263",0.78,1,79,424
"250302",1,1,1313,1257
"250319",1,1,57,1221
"250334",0.51,1,147,3244
"250335",1,1,17,1181
"250377",0.67,1,57,882
"250380",1,1,20,585
"250385",1,0,27,1171
"250408",1,0,10155,1240
"25041",1,0,783,1133
"250416",1,1,2620,1191
"250432",1,0,1158,1230
"250465",1,0,3386,1200
"250482",0.22,1,713,2611
"250569",1,1,160,1201
"250590",0.9,1,2694,1131
"250668",1,0,2694,3214
"250684",0.56,1,803,1159
"250690",0.86,1,270,1258
"250776",1,0,153,98
"250783",1,1,562,2260
"250792",0.04,1,2103,561
"250799",1,1,171,85
"250800",1,0,4436,1236
"250819",0.27,0,25,17415
"250836",1,0,71,1159
"250837",0.71,0,116,1212
"250844",1,1,1192,2194
"250855",0.4,1,1192,3214
"250857",1,0,722,257
"250882",0.78,1,71,1221
"250890",0.16,1,59,1602
"250897",0.51,0,5763,1010
"250913",0.24,1,95,2495
"250928",0.06,1,983,1199
"250940",1,0,983,1255
"250981",1,0,741,1219
"250984",0.56,0,776,342
"251018",1,0,48,1259
"251026",0.72,0,12,1700
"251066",0.36,0,23,844
"251122",0.28,1,50,1221
"25113",1,1,363,332
"251192",1,1,222,651
"251203",0.87,0,73,1124
"251229",0.88,1,4116,1198
"251230",0.66,1,27000,571
"25137",0.44,1,422,637
"251371",0.72,0,581,1195
"251378",0.67,0,562,1278
"251425",0.83,1,747,1187
"251442",0.22,0,45,2342
"251469",0.24,0,53,126
"251490",0.67,0,3274,1168
"251511",1,0,747,530
"251520",1,0,485,1428
"25153",0.42,0,636,122
"251612",1,1,582,2779
"251616",1,0,298,1178
"251707",0.7,1,33,850
"25172",0.41,0,1823,344
"251755",0.93,1,741,1358
"251782",0.54,1,45,1082
"251794",0.8,1,1313,1268
"251848",0.5,0,235,82
"2519",1,0,44,1143
"251918",0.56,1,33,1239
"251927",1,0,91,1209
"25195",0.02,0,1571,9566
"251957",0.82,0,60,1255
"25198",0.54,0,1403,5673
"251991",0.06,0,142,1127
"252041",1,0,2606,1155
"252061",1,0,413,748
"252062",1,0,357,1229
"252063",1,0,1466,1254
"252081",1,0,1445,1214
"252083",1,0,1227,1262
"252129",1,0,4998,1221
"252164",1,0,91,1237
"252227",0.29,0,72,943
"252249",1,0,18,1183
"252318",0.75,0,18,1258
"252323",0.1,1,27,1176
"252339",0.41,1,27,1207
"252376",0.89,1,64,1195
"252409",0.48,1,56,1247
"252429",1,0,54,1167
"25250",0.19,0,10068,803
"252502",1,0,32,76
"252529",1,0,2039,1188
"252532",1,1,817,1206
"252536",0.67,1,65,186
"25262",1,0,280,1174
"252684",0.5,0,222,1261
"252726",0.76,0,45,1243
"252754",1,0,96,1235
"252777",1,0,856,1166
"252799",1,1,856,2560
"252840",1,0,388,1183
"25286",0.52,0,159,1122
"252902",1,1,229,1287
"25294",0.61,1,13,714
"252959",1,0,94,79
"252971",1,0,1313,202
"253002",1,0,26,1202
"253011",1,1,56,1240
"253099",0.38,1,1602,879
"25310",0.33,0,56,738
"253103",0.16,1,136,1221
"25311",1,0,2620,53
"253116",0.12,0,2624,573
"25312",0.35,0,57,1832
"253131",1,1,17,1160
"253173",0.96,0,115,1277
"25322",0.83,0,2620,8977
"253243",0.39,0,57,1209
"253259",1,0,57,1196
"253259",1,0,57,1207
"25328",1,0,57,1153
"253280",1,1,2715,1255
"253282",0.74,0,27000,1447
"253286",1,1,57,1169
"253324",1,0,1054,1165
"253326",0.04,0,1054,1546
"253327",0.93,1,52,1193
"253337",1,1,13,1252
"253345",1,1,1054,1252
"253347",1,1,1054,572
"25338",1,0,282,390
"253381",1,1,1054,1192
"253416",1,0,508,1207
"253444",1,1,242,878
"253457",0.38,0,2227,1422
"253462",0.48,0,1445,341
"253479",1,1,4348,407
"253481",1,0,1535,720
"253495",1,1,4253,547
"25355",1,1,57,554
"253551",0.45,1,36,1221
"253575",1,0,262,1291
"253619",1,0,644,1179
"253624",1,0,16,1154
"25363",0.77,0,2620,1121
"25363",0.77,0,2620,1100
"25363",0.77,0,2620,1252
"253710",0.62,0,3564,455
"253728",0.55,0,3386,1515
"253780",0.24,1,2526,1251
"253794",1,0,1329,1330
"2538",1,0,282,98
"253803",0.13,1,488,219
"253815",0.93,0,2411,1205
"253834",0.5,1,488,1268
"253869",0.23,0,101,3339
"253886",0.53,1,1329,114
"253902",1,1,14,1227
"253924",1,0,26,1192
"253948",0.1,0,63,1294
"253949",0.6,0,63,1769
"253988",0.41,1,8,1212
"253989",0.58,1,8,1151
"25402",0.77,0,1313,1135
"254042",1,0,405,1153
"254049",1,1,124,265
"254050",1,0,124,2131
"254052",1,1,20,209462
"254081",1,1,405,25
"254107",0.24,1,1011,1217
"254107",0.24,1,1011,332
"254129",0.36,1,93,760
"254140",0.73,1,831,389
"254160",0.48,1,831,2357
"254163",0.43,0,831,2231
"25426",1,0,4087,445
"254269",0.66,1,617,1185
"254275",1,1,139,2109
"254278",0.49,0,19,1227
"254299",0.41,0,149,1219
"254370",0.31,1,105,1017
"254373",0.6,0,5410,1223
"25438",0.78,1,71,2648
"254390",0.93,1,238,1228
"254394",0.21,1,153,1207
"254437",0.75,1,93,2247
"25444",1,0,111,1141
"254453",0.28,0,562,9929
"254481",0.86,0,227,3097
"254483",0.95,0,2694,557
"254490",0.66,0,71,1202
"254491",1,1,136,1173
"254526",0.77,0,2790,2162
"254543",0.64,0,136,609
"254547",1,0,4116,621
"25457",0.43,0,1313,6742
"254591",1,1,11,1237
"254592",0.83,0,14,73
"25460",0.87,1,222,1138
"254610",0.41,0,182,1196
"254662",1,0,9,1191
"254672",1,0,6485,1198
"254678",0.88,1,38,1187
"254688",1,1,1609,576
"254688",1,1,1609,615
"254692",0.68,0,27,65273
"254693",0.17,1,1609,1228
"25475",1,0,1313,67
"254808",1,1,783,1232
"254832",0.05,1,368,86
"254843",1,0,617,3249
"254844",0.75,0,269,1261
"254846",1,0,1386,1203
"254864",1,1,3095,407
"254886",0.61,0,3021,1189
"254888",0.23,1,3021,1670
"254892",1,1,3021,1203
"25492",0.8,1,1313,1129
"254957",1,1,3021,2882
"254958",0.25,0,3021,1214
"254979",0.58,0,74,1245
"255017",1,1,124,1178
"255048",0.67,1,238,1229
"255053",0.32,1,19,3257
"255064",0.59,0,238,936
"255152",1,0,10,876
"255173",0.44,0,170,289
"255217",0.9,0,11,3341
"255272",1,0,133,64
"255276",1,0,133,1194
"25529",0.41,0,1313,1129
"255301",1,0,57,1217
"255338",0.65,0,598,702
"255368",0.9,1,562,392
"255379",1,1,138,1216
"255384",1,0,122,1282
"255391",0.82,0,2694,1217
"255417",0.16,0,578,7511
"255467",0.51,0,27000,1065
"255468",1,0,122,1225
"255469",0.03,0,213,18116
"255494",0.89,1,886,68
"255502",0.76,1,562,1246
"25554",0.08,1,1313,2391
"255574",1,0,295,1164
"255593",1,1,376,1232
"255635",0.42,1,399,1281
"255666",1,1,295,2653
"255666",1,1,295,1176
"255723",0.76,0,399,5
"255750",0.49,1,1054,1221
"255785",0.36,1,295,1203
"25580",1,0,1602,69
"25580",1,0,1602,5476
"25580",1,0,1602,1175
"255809",0.68,1,1064,1216
"255829",1,0,8915,73
"255836",0.49,0,27000,95
"25584",0.4,1,1602,1106
"255846",0.3,0,27000,391
"255849",1,0,27000,1281
"255879",0.94,1,1064,1198
"255940",1,0,105,868
"255940",1,0,105,1222
"255945",1,0,83,81
"255957",0.91,0,3238,437
"256001",0.75,1,3021,1131
"256028",0.00821917808219178,1,65,81
"256042",0.91,1,94,1189
"256057",1,0,33,50
"256069",1,0,30,9
"25609",0.28,0,1602,1088
"256140",0.24,1,282,1131
"25617",0.08,0,722,41647
"256183",0.08,0,67,837
"256223",0.4,1,43,1195
"256277",0.14,1,1064,561
"256290",0.64,0,4116,1184
"256334",0.75,0,149,106
"256355",1,0,164,1212
"256366",0.53,0,1313,2059
"256369",1,0,2308,1221
"256395",1,0,1313,5131
"256419",1,1,1313,1196
"256423",1,0,182,1205
"256437",0.75,1,27000,1866
"256452",1,0,27000,146
"256468",0.53,1,614,1824
"256527",0.26,0,50,166
"256558",0.16,0,104,1115
"25657",1,0,1313,845
"256606",1,0,634,327
"256611",0.91,1,54,562
"256643",1,0,67,1253
"25665",0.58,0,69,1138
"256654",1,0,159,180
"256662",0.38,0,1284,8794
"256664",0.66,0,1284,778
"256681",1,0,1284,1585
"256712",1,1,741,720
"25672",1,1,51,1348
"256767",0.86,0,34,1220
"256768",0.13,0,34,80
"256788",1,1,214,571
"256868",1,1,4128,1182
"256902",0.91,1,27,1215
"256908",0.71,0,79,1181
"256942",1,0,27000,78
"256945",1,0,4939,742
"256956",0.46,0,3184,3144
"256968",1,1,7187,1173
"256979",1,0,9422,1318
"256979",1,0,9422,1103
"257011",0.36,0,663,4317
"257012",0.7,0,3095,1208
"257021",1,0,155,288
"257102",0.1,1,27000,2087
"257110",0.79,1,133,1212
"25713",0.51,0,48,921
"257140",0.83,0,29,1418
"257191",1,0,83,936
"257226",0.83,0,490,1245
"257231",0.75,1,105,2313
"257258",0.74,1,40,604
"257261",1,0,105,601
"257324",0.16,0,105,1191
"257352",1,0,473,601
"257368",0.58,1,473,1197
"257386",1,0,1316,164
"257484",0.91,0,269,475
"257516",0.67,1,436,1236
"257546",0.02,1,269,1157
"25755",0.33,0,26,256
"257574",0.84,1,634,1161
"257592",0.58,1,54,4387
"257604",1,0,634,74
"257608",0.97,1,50,156
"257684",0.57,1,64,1477
"257703",1,0,64,1205
"257730",0.94,1,46,1202
"257744",1,0,4348,1157
"25775",0.73,1,45,62
"257785",1,0,813,1190
"257788",1,0,2257,32
"257831",1,1,155,1210
"257857",0.18,0,155,193
"257858",1,0,30,114
"257894",0.67,0,548,4955
"257995",1,0,1313,1220
"258004",0.58,0,614,1195
"258006",0.55,0,6465,572
"258009",0.08,1,399,1192
"258050",0.61,1,1054,1235
"258062",0.58,0,1054,73
"2581",1,0,40,1504
"258144",0.11,1,9,1177
