"VehYear","Area","StateAb","PremTotal","Affiliation","ExposTotal","SumInsAvg","AggClaim"
2009,"grp9","PR",43703.5,1,56.44,28497.38,31681
2010,"grp30","SP",68828.7,1,95.57,25122.91,26202
1999,"grp13","SP",2645.95,1,2.91,10599.75,1707
2011,"grp13","SP",30815.38,1,34.33,34789.5,12643
2010,"grp39","MG",5900.33,1,4.98,30553.38,1233
2010,"grp5","BA",43802.55,1,59.38,24508.53,7970
2011,"grp24","MG",5601.11,1,5.56,44405.71,1223
1999,"grp20","SP",7734.45,1,5.4,17156.4,371
2010,"grp40","SP",11138.76,1,16.5,27296.49,8896
2009,"grp30","SP",5303.02,1,7.04,38069.13,1743
2006,"grp20","SP",28607.56,1,28.6,27764.76,948
2010,"grp15","SP",106574.58,1,124.16,29132.89,54452
2003,"grp38","MG",925.69,1,2.08,18093.09,909
2008,"grp36","MG",486.89,1,0.63,43196.8,443
2003,"grp21","RJ",492.2,0,0.43,17699.99,65894
2011,"grp12","GO",3776.87,1,3.11,34866.98,4112
2008,"grp7","DF",25109.59,1,36.66,26106.4,10522
2009,"grp40","SP",8257.26,1,7.14,38441.45,10113
2008,"grp19","PR",24779.1,1,8.29,98162.19,19101
2005,"grp40","SP",167.4,1,0.5,3203.99,114
2009,"grp39","MG",2043.51,1,2.36,47850.89,1563
2008,"grp31","RN",24671.65,1,29.7,18911.78,8164
2008,"grp39","MG",14855.71,1,1.71,146723.72,107
2010,"grp24","MG",2912.83,1,2.56,22378.17,1
2005,"grp6","SC",762.26,1,0.81,36385.23,543
2010,"grp10","ES",14361.11,1,15.82,34870.58,267
2008,"grp11","PR",576.08,1,1.47,30091.1,2594
2009,"grp12","GO",2747.05,1,2.98,28440.54,36
2000,"grp40","SP",2568.23,1,2.52,31195.79,117
2007,"grp13","SP",18728.34,1,22.65,33862.7,2992
2003,"grp20","SP",210591.73,1,279.91,16938.13,31543
2008,"grp4","AM",3167.64,1,2.92,41673.13,2340
2005,"grp20","SP",26906.34,1,34.42,21606.22,1104
2008,"grp20","SP",20179.67,1,22.79,29490.51,5176
2008,"grp17","MT",24992.58,1,7.09,91337.48,463
2007,"grp23","RS",8755.11,1,9.82,26606.41,5635
2004,"grp24","MG",741.02,1,0.5,51153,658
2009,"grp24","MG",3790.19,1,3.82,35169.67,2477
2008,"grp40","SP",6386.08,1,6,44062.41,2608
2004,"grp9","RS",2122.95,0,0.82,64061.66,3254
2011,"grp40","SP",51859.18,1,68.38,28749.15,57526
2010,"grp15","SP",1945.86,1,1.47,51773.06,2317
2011,"grp20","SP",35081.32,1,30.24,39568.09,6717
2008,"grp28","PE",8955.49,1,10.64,21341.09,2790
2010,"grp13","SP",533.9,1,0.5,35333.99,450
1998,"grp20","SP",2061.04,1,1.01,27096.03,186
2010,"grp9","RS",7472.48,1,2.54,89792.2,443
2010,"grp22","SC",1063.14,1,0.89,35895.99,428
2009,"grp5","BA",79741.63,1,55.41,57607.25,2435
2008,"grp24","MG",17045.8,1,25.45,11762.86,548
2002,"grp13","SP",1150.44,1,2.02,13170.92,2591
2001,"grp30","SP",818.94,1,1.21,16420.89,67
2009,"grp24","MG",11356.43,1,11.32,33997.34,3157
2007,"grp6","SC",1617.88,1,2.94,21845.33,2407
2008,"grp31","RN",292.96,1,0.46,20574.07,175
2008,"grp20","SP",24856.33,1,15.76,69897.82,1441
2010,"grp20","SP",4680.36,1,2.92,60078.96,158
2009,"grp23","RS",725.02,1,0.7,38617.44,2560
2011,"grp28","PE",5205.76,1,4.45,33897.76,924
2010,"grp24","MG",13260.76,1,16.13,36528.99,294
2008,"grp38","MG",10457.17,1,12.28,26951.55,5697
2004,"grp30","SP",43502.44,1,81.95,17112.03,731
2009,"grp31","RN",17294.31,1,29.49,21216.76,8610
2006,"grp7","DF",11206.45,1,7.91,39428.54,127
2009,"grp11","PR",8201.07,1,11.9,20899.65,1755
2003,"grp21","RJ",10144.56,1,9.7,19154.25,28648
2006,"grp38","MG",1452.61,1,1.51,32481.57,1460
2007,"grp20","SP",8210.97,1,8,29744.53,213
2002,"grp11","PR",35.11,0,0.18,0,113321
2000,"grp30","SP",9743.74,1,17.28,14568.58,868
2007,"grp13","SP",556.02,1,0.3,24042.99,1104
2008,"grp9","RS",493.83,0,0.64,21202.91,1610
2008,"grp20","SP",88151.63,1,49.39,53895.99,24374
2001,"grp40","SP",5156.75,1,6.74,17297.72,8026
2003,"grp21","RJ",45513.02,1,48.42,19396.85,17924
2008,"grp6","SC",44435.8,1,67.19,26012.86,9864
2011,"grp40","SP",4872.01,1,6.17,32324.45,126
2008,"grp12","GO",13345.15,1,12.87,33198.04,1152
2008,"grp38","MG",12465.75,1,21.1,21567.24,4115
2006,"grp21","RJ",18414.2,1,21.07,18807.3,586
2011,"grp26","PA",2018.33,1,1.43,37710.41,1960
2010,"grp9","PR",4313.1,1,3.01,63181.07,1211
2006,"grp19","PR",845.91,1,1.43,19609.33,706
2005,"grp4","AM",2943.28,1,0.91,55699.77,80
2010,"grp13","SP",65482.85,1,41.25,61867.98,93346
2010,"grp13","SP",34832.36,1,20.02,64182.98,774
2008,"grp13","SP",1020.33,1,0.67,28102.01,29532
2003,"grp23","RS",17312.06,1,27.54,16551.16,3462
2010,"grp17","MT",1626.55,1,0.44,72905.99,1410
2005,"grp10","ES",3601.36,1,0.92,77655.87,1
1998,"grp30","SP",6962.71,1,8.78,13206.21,13081
2001,"grp15","SP",954.1,1,1.51,12009.77,67
2009,"grp40","SP",1308.1,1,0.5,74702.99,36
2010,"grp40","SP",2556.95,1,1.25,59727.15,577
2010,"grp7","DF",10090,1,5.88,70806.13,2103
2008,"grp24","MG",8077.96,1,9.02,33172.53,13980
2010,"grp23","RS",32776.82,1,32.97,24600.03,9378
2010,"grp8","CE",17447.13,1,18.49,36391.73,12970
2011,"grp21","RJ",4572.96,1,1.24,72795.13,48
2010,"grp7","DF",22645.08,1,25.93,41277.15,46014
2010,"grp10","ES",1641.87,1,1.87,28672.74,2639
2007,"grp9","RS",8242.72,1,6.88,30962.29,2245
2007,"grp30","SP",15041.79,1,28.83,20878.72,5088
2006,"grp19","PR",3356.4,1,0.44,137879.99,35000
2009,"grp5","BA",209.31,1,0.1,33292,392
2008,"grp24","MG",3573.75,1,2.23,45439.49,1
2008,"grp20","SP",184813.22,1,64.19,84636.37,35003
2010,"grp31","RN",16217.77,1,17.84,28308.43,693
2006,"grp7","DF",2851.56,1,1.71,31824.85,443
2010,"grp11","PR",1827.35,1,1.34,68663.4,4673
2007,"grp12","GO",6587.7,1,6.24,37352.27,72
1997,"grp23","RS",552.5,1,0.5,12051,67
2006,"grp9","RS",1991.63,1,4.35,20169.67,4714
2007,"grp36","MG",5328.45,0,1,124957,452
2010,"grp20","SP",67111.44,1,54.07,38759.58,15350
2003,"grp24","MG",1087.58,1,0.89,21155.5,271
2010,"grp20","SP",9302.24,1,7.91,41790.23,72
2004,"grp35","GO",587.69,1,0.5,23737.99,1172
2003,"grp21","RJ",74653.24,1,94.35,14710.88,12114
2009,"grp30","SP",14343.21,1,18.03,40947.24,36
2008,"grp14","RJ",23213.12,1,33.2,26790.12,8646
2009,"grp28","PE",9612.59,1,3.45,72759.64,36
2008,"grp15","SP",4508.04,1,5.05,37320.08,33
2010,"grp12","GO",3282.52,1,4.41,25317.13,834
2009,"grp22","SC",26475.58,1,18.86,45124.95,12113
2008,"grp24","MG",9021.37,1,4.15,61635.59,981
2010,"grp20","SP",4325.03,1,0.88,51935.66,68
2010,"grp8","CE",2324.73,1,1.55,40860.76,4209
2006,"grp12","GO",14582.71,1,6.57,61412.4,800
2006,"grp19","PR",19668.68,1,24.53,26200.26,4041
2010,"grp20","SP",16206.81,1,17.32,45402.76,20870
2009,"grp26","PA",5107.8,1,3.36,47199.62,12539
1997,"grp21","RJ",945.68,1,1.23,14302.42,15308
2010,"grp28","PE",35506.34,1,35.32,51862.15,2273
2009,"grp26","PA",5509.62,1,5.78,23443.19,321
2009,"grp20","SP",32341.93,1,31.35,11735.42,11671
2004,"grp25","SC",2267.44,1,4.19,19055.03,19460
2003,"grp5","BA",2323.77,0,1.64,49582.42,5444
2003,"grp30","SP",4348.31,1,7.09,17835.7,2029
2009,"grp16","MA",14763.96,1,13.95,34279.77,1851
2006,"grp4","AM",1297.59,1,1.11,25951.55,727
2007,"grp8","CE",22091.6,1,17.97,47679.99,9890
2011,"grp5","BA",26090.32,1,21.32,25873.75,5796
2006,"grp21","RJ",89114.43,1,81.47,18985.23,66234
2010,"grp12","GO",12996.25,1,13.1,26695.66,5758
2008,"grp9","PR",720.16,1,0.78,42387.3,17488
2004,"grp13","SP",1787.41,1,1.75,23272.88,67
2007,"grp40","SP",20245.83,1,26.53,26232.35,2591
2010,"grp13","SP",1550.45,1,1.14,15897.55,36
2006,"grp27","PB",3322.06,1,5.37,19919.52,60
2000,"grp19","PR",8023.03,1,9.97,19932.84,6084
2002,"grp20","SP",41229.7,1,54.38,12357.26,4734
1999,"grp19","PR",5159.65,1,10.31,9617.15,2550
2001,"grp30","SP",10646.6,1,20.97,13917.11,5704
2009,"grp8","CE",26517.68,1,30.79,35055.84,9103
2005,"grp7","DF",4573.98,1,6.76,22945.28,67
2006,"grp20","SP",68699.58,1,52.67,35782.71,12901
2010,"grp27","PB",6083.92,1,5.96,31907.22,11694
2002,"grp30","SP",81.26,1,0.07,38024.99,58
2009,"grp26","PA",4991.07,1,4.07,32099.01,7426
2004,"grp9","PR",23564.64,1,37.07,21789.76,29560
1999,"grp5","BA",1627.77,1,2.47,10118.76,8726
2003,"grp23","RS",2820.81,1,1.8,29438.02,1306
1994,"grp24","MG",2842.07,1,4.32,7891.81,943
2007,"grp23","RS",10344.81,1,11.03,21766.4,135
2008,"grp18","MS",3279.69,1,4.39,41572.58,67
2011,"grp21","RJ",2430.81,0,2.93,27081.06,37267
2006,"grp8","CE",412.24,1,0.5,25898,3735
2001,"grp40","SP",16160.42,1,21.53,16678.48,3956
2005,"grp7","DF",2469.97,1,2.11,34076.55,33350
2008,"grp27","PB",1458.22,1,2.02,26397.7,3832
2005,"grp28","PE",20947.35,1,26.72,22600.21,25966
2008,"grp24","MG",9762.39,1,9.19,24966.43,915
2008,"grp19","PR",191.71,0,0.15,29276.99,653
2008,"grp30","SP",4173.71,1,5.25,36678.7,36
2009,"grp23","RS",10574.58,1,9.67,36883.53,4909
2006,"grp2","AL",5714.88,1,5.88,24146.61,2316
2008,"grp20","SP",3053.3,1,1.36,67912.73,92
2001,"grp5","BA",10078.87,1,3.89,38818.42,37860
2010,"grp13","SP",11429.17,1,15.01,29284.66,91
2003,"grp30","SP",799.31,0,1.68,14673.99,18411
2010,"grp38","MG",10201.56,1,12.96,48950.82,11822
2004,"grp15","SP",695.05,1,0.5,29332,5810
2008,"grp6","SC",661.72,0,0.37,52871.99,1058
2003,"grp21","RJ",6026.63,1,3.92,20781.87,21266
2003,"grp12","GO",877.25,1,0.62,21119.99,36
2007,"grp13","SP",8071.45,1,7.18,26064.1,269
2006,"grp11","PR",1790.07,1,0.54,122121.6,16995
2009,"grp17","MT",5923.17,1,6.69,22775.78,1
2003,"grp38","MG",850.24,1,1.4,39221.69,288
2001,"grp20","SP",1763.65,1,1.27,16062.25,1739
2008,"grp31","RN",4082.56,1,2.05,83768.2,41549
2008,"grp10","ES",6413.62,1,6.87,41068.99,84
2008,"grp26","PA",880.18,1,0.5,65131.17,80
2008,"grp22","SC",15401.49,1,4.67,140480.33,648
2009,"grp29","PI",1997.01,1,0.7,79837.57,80
2009,"grp23","RS",3326.69,1,4.45,22660.87,2109
2009,"grp30","SP",409.16,1,0.31,53451.99,952
2006,"grp10","ES",1338.2,1,1.11,31027.26,79
2011,"grp15","SP",1990.95,1,2.42,29167.81,1937
2002,"grp15","SP",1193.88,1,1.82,18745.85,3866
2011,"grp24","MG",6504.94,1,5.33,33367.66,2627
2006,"grp24","MG",19894.93,1,15.01,45117.57,7437
2003,"grp21","RJ",2782.56,1,1.77,22120.91,23589
2010,"grp20","SP",120910.98,1,121.42,34881.57,57729
2005,"grp13","SP",2000.37,1,2.01,24478.74,3815
2001,"grp22","SC",3031.76,1,3.59,17924.97,567
2001,"grp12","GO",4304.85,1,2,64719.31,29783
2001,"grp9","PR",2552.16,1,3.27,13750.98,17093
1999,"grp21","RJ",3479.58,1,3.65,15330.07,67
2006,"grp13","SP",3402.15,1,1.51,31743.77,36
2007,"grp30","SP",808.79,0,1.87,20198.33,30516
2006,"grp40","SP",1593.8,1,1.76,24755.2,2464
2010,"grp6","SC",23847.64,1,35.67,24270.54,2789
2010,"grp35","GO",164.39,1,0.17,24757.66,3078
2009,"grp6","SC",21282.57,1,20.08,48015.86,8561
2008,"grp9","RS",1850.54,1,2.97,27968.58,1
2010,"grp6","SC",13031.73,1,18.37,41644.72,1512
2006,"grp32","RO",395.24,1,0.16,60201.99,919
2007,"grp21","RJ",8736.58,1,2.02,86035.1,80
2009,"grp5","BA",1262.29,1,1.01,24190.89,3561
2010,"grp20","SP",40313.97,1,32.18,44677.68,11484
2010,"grp25","SC",6299.85,1,1.39,122170.4,1202
2009,"grp36","MG",1957.94,1,1.11,48534.18,1806
2001,"grp30","SP",38070.18,1,22.22,42717.5,1739
2008,"grp30","SP",36534.76,1,66.52,21867.82,14982
2011,"grp27","PB",6208.42,1,8.41,38170.08,379
2010,"grp5","BA",57161.68,1,68.23,26219.07,41702
2008,"grp39","MG",374.31,1,0.5,24521.5,4950
2010,"grp23","RS",9219.14,1,11.89,35240.42,426
2006,"grp20","SP",8083.39,1,6.77,36195.76,146
2009,"grp28","PE",17110.86,1,10.92,66301.74,5373
2008,"grp9","PR",53378.32,1,19.52,129815.83,44008
2004,"grp13","SP",2030.02,1,1.98,27490.89,72
2006,"grp21","RJ",9650.52,1,4.36,34162.85,32540
2007,"grp20","SP",8443.45,1,7.64,36457.26,35390
2009,"grp19","PR",15725.46,1,23.59,29886.07,6340
1998,"grp40","SP",787.12,1,0.45,16226.72,18855
2005,"grp6","SC",1522.99,1,2.76,25049.31,2193
2007,"grp5","BA",4405.06,1,3.1,40893.38,546
2007,"grp13","SP",6856.25,1,6.42,36899.24,1
2008,"grp14","RJ",2136.61,1,0.5,133853.99,15097
1998,"grp20","SP",511.96,1,0.5,14973.72,79
2004,"grp20","SP",8922.91,1,7.16,30893.24,152
2007,"grp19","PR",6150.57,1,4.73,19611.82,1409
2005,"grp18","MS",509.63,1,1.01,23082.13,216
2005,"grp30","SP",30833.66,1,35.36,34013.18,6129
2004,"grp30","SP",3019.14,1,4.52,24382.16,5934
2006,"grp30","SP",6378.57,1,7.23,24740.67,6477
2006,"grp6","SC",3156.28,1,4.24,30701.39,3306
2008,"grp13","SP",1058.25,1,0.5,36940.99,2544
2008,"grp9","RS",527.46,1,0.5,35592.81,567
2009,"grp40","SP",1701.79,1,7.13,3506.17,36
2008,"grp21","RJ",22483.6,1,14.65,36838.65,34625
2007,"grp21","RJ",3349.09,1,2.53,46641.23,5672
2010,"grp18","MS",2319.27,1,1.95,36815.28,8004
2001,"grp30","SP",3734.96,1,5.13,31790.49,249
2007,"grp9","PR",2791.04,1,3.32,33981.73,3100
2010,"grp5","BA",4998.09,1,4.63,37729.94,2223
2005,"grp6","SC",1430.55,1,1.5,18225.42,3570
2004,"grp13","SP",1534.99,1,1.69,18128.99,263
2010,"grp13","SP",12521.16,1,10.38,25661.98,5483
2006,"grp22","SC",2453.73,1,2.83,38378.81,493
2008,"grp40","SP",2592.69,1,3.02,42268.33,315
2009,"grp20","SP",25638.01,1,22.75,51127.88,1378
2010,"grp13","SP",548.98,1,0.5,20255,6636
2007,"grp40","SP",3981.4,1,2.14,67030.77,3118
2008,"grp23","RS",318180.6,1,220.61,64338.53,150184
2005,"grp30","SP",3736.71,1,5.4,23816.22,29248
2009,"grp35","GO",620.87,1,0.5,47850,1102
2004,"grp20","SP",5381.53,1,5.78,22915.71,237
2010,"grp35","GO",4039.94,1,1.47,60545.54,1103
2008,"grp21","RJ",38832.46,1,30.73,43412.68,11285
1997,"grp30","SP",9733.13,1,21.36,11393.94,6883
1997,"grp20","SP",7500.3,1,6.9,18546.67,690
2009,"grp40","SP",6229.08,1,7.26,31876.16,5239
2002,"grp10","ES",9923.67,1,4.23,47170.04,430
2001,"grp20","SP",1462.06,0,1.51,19517.58,68806
2006,"grp20","SP",44387.59,1,43.89,22180.63,48700
2004,"grp21","RJ",19731,1,17.47,25782.19,1820
2008,"grp22","SC",1573.77,1,2.02,19161.06,2665
2004,"grp9","PR",685.4,1,0.98,16479.3,11222
2006,"grp22","SC",1965.3,1,2.56,28069.2,2444
2009,"grp26","PA",4754.78,1,3.31,50170.92,648
2001,"grp20","SP",2188.52,1,3.09,13870.47,67
2003,"grp23","RS",3508.87,1,2.62,32736.47,32095
2008,"grp30","SP",1400.1,1,1.51,46927.66,67
2010,"grp20","SP",14337.65,1,17.23,25900.94,3165
2002,"grp20","SP",59843.12,1,70.21,18964.31,9240
1996,"grp13","SP",280.52,1,0.5,0,48
2003,"grp20","SP",81233.28,1,106.4,22479.39,22283
2007,"grp21","RJ",3314.99,1,3.12,26737.58,48
2003,"grp8","CE",600.83,1,0.5,32921.75,120
2004,"grp19","PR",13362.71,1,19.43,26997.39,40310
2008,"grp19","PR",5221.35,1,0.69,52103.21,3383
2010,"grp12","GO",10859.6,1,6.94,65451.09,360
2010,"grp15","SP",4817.33,1,3.96,42530.44,36
2009,"grp5","BA",8440.39,1,4.89,54576.86,7375
2002,"grp18","MS",787.43,1,0.5,21148.21,1
2010,"grp22","SC",2617.49,1,2.79,43558.47,2019
2005,"grp23","RS",11005.79,1,11.67,24444.37,73
1996,"grp40","SP",416.79,1,0.84,12328.33,67
2010,"grp27","PB",13455.48,1,20.57,26102.63,3219
2002,"grp23","RS",6361.72,1,6.94,21360.42,67
2003,"grp20","SP",33441.95,1,36.06,16937.32,14864
2002,"grp20","SP",19957.62,1,17.43,24552.12,950
2008,"grp22","SC",8463.97,1,13.45,30254.83,4809
2007,"grp9","PR",6637.63,1,5.98,23321.2,2182
2001,"grp24","MG",1109.27,0,0.25,82948.99,507
2010,"grp34","SE",5000.86,1,1.05,156099.33,1320
2010,"grp13","SP",8136.36,1,1.25,107469.47,2915
2004,"grp20","SP",7731.84,1,4.91,22773.05,23291
2009,"grp17","MT",1140.76,1,0.52,2224.49,13989
2005,"grp21","RJ",3891.09,1,2.38,27021.53,28470
2009,"grp17","MT",52575.98,1,51.73,27733.69,48793
2008,"grp24","MG",33904.05,1,36.69,41815.4,13060
2005,"grp30","SP",8941.66,1,9.03,29602.89,2720
2008,"grp24","MG",2081.78,1,3.19,21212.71,2827
2010,"grp38","MG",10161.94,1,15.62,29290.61,1970
2007,"grp30","SP",13166.3,1,19.12,17558.59,3447
2003,"grp10","ES",570.28,1,0.44,18489.16,135
1998,"grp20","SP",211.06,1,0.13,17726,4652
2010,"grp20","SP",54044.18,1,17.7,130723.15,225
2008,"grp31","RN",7738.17,1,12.03,25910.42,7542
2007,"grp21","RJ",58927.22,1,46.09,26569.5,32407
2002,"grp7","DF",4280.33,1,2.94,18097.16,24
2009,"grp20","SP",24244.55,1,20.32,49722.42,51119
2008,"grp7","DF",27988.5,1,33.76,30962.93,24983
2006,"grp20","SP",6348.06,1,4.6,24681.75,335
2005,"grp19","PR",1372.04,1,0.86,69916.98,2106
2010,"grp6","SC",3210.95,1,1.51,71015.99,35884
2005,"grp12","GO",2068.46,1,2.03,26981.46,6971
2005,"grp30","SP",40815.71,1,53.55,29363.51,11720
2006,"grp20","SP",8763.41,1,11.45,21904.68,2934
2006,"grp12","GO",429.83,1,0.5,30025,447
2010,"grp20","SP",15020.53,1,12.38,35970.52,4699
2000,"grp9","RS",6504.25,1,8.8,24994.68,60
2009,"grp26","PA",5772.02,1,6.38,32230.47,1393
2000,"grp20","SP",5449.74,1,6.67,13219.46,386
2008,"grp16","MA",2307.94,1,1.01,74260.16,3749
2009,"grp21","RJ",100276.81,1,92.73,30560.55,511
2006,"grp13","SP",33967.93,1,40.24,19308.76,21108
2000,"grp38","MG",535.46,1,1.29,13464.05,3386
2010,"grp9","PR",5876.16,1,10.16,33519.95,2101
2006,"grp30","SP",1689.8,1,2.43,22907.96,1050
2003,"grp9","PR",1547.71,1,1.98,16861.55,3633
2006,"grp40","SP",12034.11,1,10.4,38347.12,39714
2006,"grp21","RJ",56140.63,1,31.46,36772.57,13992
1997,"grp30","SP",5272.75,1,3.24,26480.69,152
2008,"grp27","PB",863.68,1,1.26,45335.36,1606
2004,"grp20","SP",8938.05,1,13.19,17499.14,3972
2006,"grp7","DF",934.5,1,0.5,31883.99,9846
2006,"grp19","PR",8870.18,1,12.67,20171.92,45208
2004,"grp24","MG",13775.67,1,14.86,28411.08,479
2011,"grp36","MG",998.39,1,0.73,36242.76,2711
2006,"grp15","SP",760.04,1,0.5,27291.72,158
2010,"grp22","SC",18132.67,1,24.28,40876.81,18809
1998,"grp20","SP",899.89,1,0.5,23619.99,447
2009,"grp21","RJ",37663.19,1,29.14,51449.18,285
2008,"grp40","SP",2123.41,1,1.51,55550.15,11708
1995,"grp20","SP",4925.48,1,6,8926.15,8972
2011,"grp24","MG",3613.06,1,3.43,25522.68,1436
2009,"grp36","MG",3120.33,1,4.66,30932.24,6941
2002,"grp20","SP",29891,1,28.16,28055.5,8282
2007,"grp36","MG",2966.62,1,4.01,32034.37,213
2005,"grp25","SC",1580.89,1,2.78,23732.31,1784
2009,"grp17","MT",14195.54,1,11.42,47531.45,2744
2010,"grp14","RJ",7070.25,1,5.38,33547.66,1
2011,"grp19","PR",27167.66,1,36.39,32118.85,4486
2011,"grp21","RJ",618555.5,1,457.18,39361.95,58456
2002,"grp23","RS",6622.62,1,7.34,17352.95,9594
2009,"grp30","SP",67775.91,1,101.98,27773.33,6867
2001,"grp9","RS",368.47,0,0.46,18580,3458
2007,"grp30","SP",5130.4,1,5.01,25310.9,1
2004,"grp30","SP",403.02,1,0.5,28879.8,1
2007,"grp9","PR",9895.59,1,11.81,25693.33,1632
2007,"grp20","SP",7660.82,1,6.78,37527.92,361
2000,"grp30","SP",1407.62,1,1.68,13830.32,326
2003,"grp13","SP",1947.05,1,1.77,26029.26,36
2010,"grp14","RJ",253718.6,1,250.74,34763.84,68922
2008,"grp23","RS",4091.31,1,3.27,26516.4,2496
1996,"grp9","RS",1903.12,1,5.13,8617.78,443
1996,"grp40","SP",1826.9,1,2.81,13741.89,1511
2009,"grp13","SP",4139.78,1,3.45,27480.49,1237
2008,"grp37","TO",743.01,1,0.38,41570.57,2970
2009,"grp18","MS",3520.03,1,4.17,47327.81,13561
2003,"grp15","SP",2249.18,1,2.29,23663.7,134
2003,"grp30","SP",54244.35,1,99.26,17620.46,17914
2006,"grp40","SP",4646.95,1,6.54,17740.25,7035
2003,"grp13","SP",1973.44,1,2.04,29875.04,2561
2008,"grp20","SP",2036.44,1,1.35,41305.14,4200
2008,"grp9","PR",6058.67,1,9.65,30734.85,1889
2002,"grp26","PA",1518,1,0.92,22741.05,4618
2008,"grp6","SC",957.34,1,1.34,22642.43,1235
2008,"grp30","SP",19338.68,1,29.55,27190.25,11631
2003,"grp7","DF",13243.93,1,13.21,31120.03,3223
2008,"grp13","SP",538.07,1,0.62,15590.64,14555
2010,"grp11","PR",3894.67,1,1.53,49114.53,2947
1997,"grp6","SC",2722.78,1,5.12,10629.9,67
1998,"grp20","SP",35749.97,1,53.27,14013.39,15390
2010,"grp26","PA",18921.96,1,14.21,51404.84,1918
2008,"grp20","SP",3563.32,1,2.36,62100.15,6398
1997,"grp30","SP",3132.17,1,4.33,11583.55,1481
2008,"grp5","BA",6494.83,1,8.2,27774.38,597
2002,"grp20","SP",3828.8,1,2.02,45612.75,280
2005,"grp30","SP",44064.41,1,53.81,34863.97,6284
2008,"grp4","AM",694.27,1,0.5,21806,4451
2004,"grp7","DF",3277.76,1,5.18,17137.8,134
2007,"grp40","SP",1720.79,1,0.5,60123.57,17569
2008,"grp4","AM",3941.68,1,3.72,26403.61,3558
2005,"grp20","SP",48985.25,1,27.88,61790.54,17235
2007,"grp28","PE",8425.61,1,11.77,23676,10141
2008,"grp20","SP",9288.78,1,4.98,44652.56,4950
2010,"grp20","SP",9050.13,1,5.31,59903.87,66944
2004,"grp7","DF",10480.69,1,13.63,27709.05,3257
2010,"grp19","PR",6685.66,1,1.05,193043.79,29378
2008,"grp13","SP",3542.06,1,1.22,105244.41,4989
2008,"grp11","PR",8958.47,1,12.64,18127.8,900
2006,"grp19","PR",3717.46,1,5.38,29842.19,6466
2008,"grp26","PA",3863.03,1,4.23,40527.36,8637
2006,"grp30","SP",14793.01,1,6.82,69105.6,549
2000,"grp30","SP",9150.93,1,12.08,14642.79,2652
2009,"grp7","DF",12139.11,1,15.52,28573.21,297
2010,"grp9","RS",4372.3,1,5.15,54293.45,9866
2010,"grp28","PE",607.3,1,0.5,75445,92
2007,"grp18","MS",635.55,1,0.94,22940.77,293
2009,"grp21","RJ",9977.39,1,6.27,30466.69,472
2005,"grp20","SP",7001.81,1,5.82,27396.4,1111
2008,"grp29","PI",6563.25,1,7.68,33167.73,2014
2010,"grp21","RJ",4614.03,1,1.63,64384.79,770
2004,"grp13","SP",2955.69,1,3.06,18299.61,91
1993,"grp40","SP",667.38,1,1.01,6113.41,36
2010,"grp20","SP",6400.87,1,5.95,27011.34,2293
2007,"grp22","SC",1493.14,1,0.81,47584.08,1437
2006,"grp34","SE",1675.6,1,1.49,27987.04,246
2011,"grp19","PR",2120.27,1,3.78,28909,2187
2005,"grp20","SP",14867.93,1,15.96,21877.09,511
2011,"grp36","MG",720.94,1,1.39,30891.11,1045
2010,"grp5","BA",25725.43,1,20.19,42067.04,68
2004,"grp20","SP",16696.52,1,19.79,16780.08,997
2003,"grp19","PR",1882.34,1,3.12,16698.02,1
2007,"grp37","TO",2046.3,1,2.21,29585.58,7649
2007,"grp7","DF",11516.87,1,12.91,26436.6,27332
2009,"grp4","AM",9151.94,1,9.72,34076.37,1854
2007,"grp20","SP",626.5,1,0.62,40003.47,67
2004,"grp30","SP",5046.65,1,4.76,34741.69,490
2007,"grp2","AL",1427.46,1,2.03,27308.04,1945
2001,"grp40","SP",5574.57,1,6.07,18968.55,674
2004,"grp18","MS",1423.68,1,2.96,16243.12,447
1998,"grp30","SP",60986.14,1,83.99,16774.19,11369
2001,"grp38","MG",10544.7,1,11.71,18776.09,6051
2000,"grp24","MG",1216.21,1,2.5,10656.49,134
2009,"grp40","SP",1533.19,1,1.01,51428.03,5507
2006,"grp23","RS",2554.92,1,2.53,27104.76,1302
2010,"grp20","SP",6729.8,1,2.19,28625.31,1
2009,"grp9","PR",414.93,1,0.16,86111.99,3910
2008,"grp12","GO",18873,1,12.91,47318.41,4786
2003,"grp24","MG",12000.48,1,15.71,25109.02,1424
2010,"grp7","DF",3820.47,1,3.03,38949.5,6612
2010,"grp17","MT",11033.05,1,4.64,69977.19,2184
2009,"grp9","RS",7107.02,1,9.88,39000.1,21478
2010,"grp23","RS",11399.27,1,12.91,35051.35,6347
2006,"grp27","PB",290.81,1,0.5,24052.89,6919
1986,"grp13","SP",807.89,1,0.5,25956,121
1996,"grp40","SP",1226.13,1,1.4,11199.04,67
2004,"grp9","RS",2738.66,1,6.7,15088.22,265
2001,"grp20","SP",4869.82,1,5.81,13406.39,158
2010,"grp8","CE",7858.96,1,6.78,49158.2,1274
2005,"grp20","SP",35065.46,1,23.72,28296.97,139
2010,"grp6","SC",32608.35,1,22.32,65079.54,443
2007,"grp24","MG",16527,1,11.55,54193.19,1723
2008,"grp20","SP",7507.26,1,4.63,61547.01,196
2011,"grp18","MS",346.03,1,0.19,42300.99,2169
2007,"grp35","GO",10716.37,1,3.24,85718.37,31628
